Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
P22315	4	Fech	0.9996	19.41682471510664	19.22011706138666	19.595324447131873	19.861559595241197	19.714481584371416	19.69894544189133	19.664657005950122	19.53420988105538	19.606079030041172	15.289377808541113	15.170111779719553	NA	NA	NA	NA	NA	NA
P22723	2	Gabrg2	0.998	20.952588625053107	20.632316128594002	21.03519067578652	21.27082249872571	21.175834080158698	21.12170472361348	20.955308489565077	20.995119244323558	20.92272029700687	NA	15.234429330405975	NA	NA	NA	NA	NA	NA
P22892	1	Ap1g1	0.9976	12.296965801740692	12.06290221758632	11.596786920534273	12.492997152506296	12.40997451318476	12.472947741491918	12.796321670577735	11.760248054339224	12.40075286440679	NA	NA	NA	NA	NA	NA	NA	NA
P23198	1	Cbx3	0.9982	16.078598158222725	16.106274627119884	16.621097638608	16.966334125801264	16.890927211808023	16.838264610009034	16.824271983366256	16.74177879867654	16.743053060444662	14.790951957063694	14.570526638242429	14.801129541462545	15.136144769375175	14.765249382952227	15.009115708257129	14.586213279570964	14.929994132752695
P23242	8	Gja1	1.0	21.022631672021774	21.026646301293212	21.235939296041956	21.44329866472796	21.40208979403066	21.318631581811342	21.40992956178828	21.141569855767507	21.156581471132434	16.910549280010958	16.496954599648266	NA	NA	NA	NA	15.31020281797509	NA
P23506	9	Pcmt1	1.0	19.946100017178065	19.513980239978935	19.97307481085097	20.442226267665557	20.291823869457485	20.330888081042076	20.483120900804376	20.217703038923794	20.221921130151248	15.816629454590254	15.897795009011102	NA	NA	NA	NA	NA	NA
P23818	2	Gria1	0.9998	19.514456864092146	19.237229811446273	19.677027755923177	20.105342160181856	19.95767798016799	19.790793281444206	19.678207097823407	19.677787916887066	19.707188935637785	15.36645149817983	15.087761741401703	NA	NA	NA	NA	NA	NA
P23819	10	Gria2	0.9999	20.87756571370198	20.787596865229546	21.032531385896203	21.426573628367887	21.380309589699227	21.114925182312742	21.165649185733557	20.988743668896415	20.96768713475002	16.510825368320003	16.43538820683294	NA	NA	NA	NA	NA	NA
P24288	4	Bcat1	1.0	19.6633153451986	19.49841529386554	19.646683980887175	19.96350087415651	19.98215724428869	20.00805945817122	19.92897407532679	19.518121048367878	19.8481704452521	15.562057373699991	15.484712579407077	NA	NA	NA	NA	NA	NA
P24369	5	Ppib	0.9992	20.695600378976565	20.656738022415638	20.865912290789822	21.334414304881914	21.07353438573771	21.01783130840009	20.81935657441061	20.83714381857072	20.96534747079443	16.02698836271194	15.609633316162624	NA	NA	NA	NA	NA	NA
P24549	1	Aldh1a1	0.9834	15.370377824112916	13.917857012843795	14.096156499089313	14.855135555498707	14.605688366938777	16.21071292290808	16.2438375138006	16.01780204600651	16.107981520010124	11.664312869157943	NA	NA	NA	NA	NA	NA	NA
P26040	12	Ezr	0.9989	21.24842781621493	21.13395938765868	21.378103358079308	21.706777296163633	21.480112324934503	21.49460942653291	21.418296350106	21.240520263772883	21.410437537345842	17.089615001204123	16.858154156018625	NA	NA	NA	NA	NA	NA
P26043	3	Rdx	1.0	20.27377507428416	20.214011833518086	20.465372914789487	20.884279180183604	20.686448179559573	20.622221418764397	20.498758961094772	20.4197332129934	20.510158374032823	15.802123388796145	15.436960397668022	NA	NA	NA	NA	NA	NA
P26443	47	Glud1	1.0	23.42868458172374	23.242688208429506	23.59380674387902	23.96733023598142	23.89796071660425	23.792763378129877	23.817096577929508	23.64652615730503	23.67481273356161	19.220270443674313	19.07436772800397	18.46478294899189	19.03293232447522	19.158331005656844	19.16358849175392	18.98587318745862	19.02305904443239
P26638	4	Sars1	1.0	19.82608862233781	19.505626566727518	19.86111419481903	20.147003585399947	20.168732156688687	20.02291989193906	19.888667394710257	19.85434314263857	20.000572512787915	15.647842382785335	15.705337169073287	NA	NA	NA	NA	NA	NA
P26645	8	Marcks	1.0	23.098174635224126	22.717118129742737	22.81493193676723	23.058834751862136	23.01830357042014	23.798565062826366	23.822842295135743	23.49594571650788	23.57268222559356	19.19496635991126	18.88274839641744	NA	NA	NA	NA	NA	NA
P26883	4	Fkbp1a	1.0	21.826036333142497	21.688802823158625	21.94039660716853	22.307696122489087	22.1418112183125	22.164995046343066	22.1098406495333	22.024821969605078	21.976013802745015	17.13134947720527	17.0941879901962	NA	NA	NA	NA	NA	NA
P27546	12	Map4	1.0	20.953835039050958	20.731842022604702	20.95873712641409	21.15330952586941	21.240819904209523	21.42917944543148	21.44505941693989	21.31139178475317	21.294889292823225	17.105282971572848	16.752292299072717	NA	NA	NA	NA	NA	NA
P27601	4	Gna13	0.9999	19.10387942039182	18.88986020442472	19.040023864717515	19.61076549238369	19.51181134031981	19.40573903518318	19.319164590551875	19.27622257859781	19.484952132215135	14.01018125214953	15.266588977690201	NA	NA	NA	NA	NA	NA
P27659	3	Rpl3	1.0	19.675122844244747	19.862203849425317	19.75167552982138	20.322778599409844	20.0962815015505	20.186599896895757	20.158482147081607	19.998204819104846	20.082718543192804	16.436595483827762	15.926515421535067	14.714678916198336	14.970278228869542	14.984484718894105	14.972305934637053	14.783110425759762	14.578704039054443
P27661	1	H2ax	0.9968	14.272624090414677	13.93019218211766	13.588948925945175	13.975383311550626	14.171294782807244	14.844635730516876	14.949898645888966	13.845017476223171	14.292006998365308	NA	NA	NA	NA	NA	NA	NA	NA
P27773	28	Pdia3	1.0	21.719956163023344	21.48821317283265	21.767386561100384	22.069707340190195	22.05592653022358	22.11909965455799	22.065289914046726	22.006496965263626	22.02788610569393	17.624132724837818	17.408887085384272	NA	NA	NA	NA	NA	NA
P28474	2	Adh5	0.9991	18.83463610918054	18.82341096382557	18.761285121044835	19.14806200566914	19.232920506967876	19.124863160269594	18.825505425355118	18.770330139183834	19.03436158131245	15.816502482448593	15.259238743062353	NA	NA	NA	NA	NA	NA
P28571	2	Slc6a9	0.9999	19.62360771770068	19.6482819329842	20.00211247884948	20.18096839843247	20.145283880862277	20.082504116348083	19.941312052088804	20.012654179237543	19.89908881236215	15.2415306898481	15.226526507735569	NA	NA	14.824508204356363	NA	NA	NA
P28650	1	Adss1	0.9866	15.928855355929606	15.620241652966438	15.700181275784539	16.25896225756849	16.201744407882988	15.93613082753547	15.867282388911242	15.875607694276445	15.849977183680497	NA	NA	NA	NA	NA	NA	NA	NA
P28652	52	Camk2b	1.0	23.49134849476839	23.24601845458958	23.57673913761592	23.94119871803454	23.858735455019634	23.918249373303397	23.92545547940057	23.704998960687835	23.745134579854813	19.15858906278269	19.1667255795699	NA	NA	NA	NA	NA	NA
P28656	1	Nap1l1	0.9943	15.854455175636666	15.452441299446436	15.748420221274758	16.36261012229769	16.06328439016215	16.585089478352746	16.390363079227285	16.14057179645493	16.185161782821645	12.537498859101241	11.51889740714981	NA	NA	NA	NA	NA	NA
P28658	1	Atxn10	0.9975	13.199565849456457	12.127884785024037	12.708320332537012	13.517835530716829	13.117738282860584	12.993133525311977	12.999984993597357	13.945379476112189	13.470668503664555	NA	NA	NA	NA	NA	NA	NA	NA
P28660	16	Nckap1	1.0	21.582232350681714	21.321858774561974	21.592014278373707	22.04775578197187	21.881016571055454	21.97836232018247	21.83605929002592	21.63298560963108	21.735199754894108	17.174895282964634	17.0195152846528	NA	NA	NA	NA	NA	NA
P28661	3	Septin4	0.9996	18.77549700772063	18.80054550583991	18.933578253792348	19.195282894698884	19.13570721170391	19.033179678504563	18.89476629420469	19.124778222670226	19.208219320897797	15.130675423636724	14.564660124585636	NA	NA	NA	NA	NA	NA
P28663	20	Napb	1.0	23.011989281462277	22.724883646822054	23.082681430653825	23.51755249139062	23.460420737516408	23.284690320034077	23.260398204612347	23.030684452815365	23.030912765268162	18.708310547805894	18.72348863866395	NA	NA	NA	NA	NA	NA
P28667	8	Marcksl1	1.0	21.262377000921493	21.21874503122452	21.155302022738006	21.34224093087093	21.313351138453623	21.737286493432283	21.822360463645463	21.43418217512049	21.94276001374201	17.37544559310654	17.418024708715095	NA	NA	NA	NA	NA	NA
P28738	6	Kif5c	1.0	20.657480596045083	20.47096606430613	20.50128680059229	20.87666932740936	20.87791158766362	21.16197779726557	21.165528094798333	20.899534935854884	20.886494086508893	16.567263326870606	16.183625561624613	NA	NA	NA	NA	NA	NA
P28740	7	Kif2a	0.9988	20.516949118523506	20.249141016429945	20.586960094653772	20.910840963615843	20.795335607443977	20.766345062966145	20.75768000920387	20.518632555446132	20.78301898061138	16.507183618094597	16.795125601308925	NA	NA	NA	NA	NA	NA
P28867	3	Prkcd	0.9936	19.286290987286623	18.70001888686339	19.126112920439752	19.40892287078765	19.566772230756744	19.447765113063053	19.68916940117941	19.833016932221227	19.71966002224691	15.797368451458578	15.561262867561162	NA	NA	NA	NA	NA	NA
P29341	7	Pabpc1	1.0	20.199051559160388	19.968930071523154	20.079344797668004	20.509823959708946	20.362198750783453	20.534741285577375	20.3459097854846	20.21926180340644	20.15825767729472	15.952936557684218	15.506336304745144	NA	NA	NA	NA	NA	NA
P29391	1	Ftl1	0.996	16.17161418122395	16.45687652961033	16.425241529061765	16.398596718871936	15.873408553829824	16.767552573678287	16.58166837046794	16.499268917615407	16.577053429539085	12.60083227396811	12.874122257521913	NA	NA	NA	NA	NA	NA
P30275	35	Ckmt1	1.0	23.24340446357533	22.95451149729871	23.394587332678732	23.692992906230547	23.6623087501655	23.613496319307565	23.63434422922527	23.508149602123563	23.500927674813717	18.940474855817538	18.920723733228513	NA	NA	NA	NA	NA	NA
P30999	4	Ctnnd1	1.0	18.737741241259585	18.503832176719172	18.853253731791856	19.00708689736002	18.96322537370781	19.054104097583863	19.036538822743466	18.81924206676433	19.058551895657306	14.561458537659243	14.370879760927474	NA	NA	NA	NA	NA	NA
P31324	15	Prkar2b	1.0	21.807957941404798	21.52116315695881	21.826904976996047	22.22313779431805	22.1947011355927	22.108666065272	22.07515304616284	21.884006527366786	21.860575236347497	17.466316288932536	17.45525641834967	NA	NA	NA	NA	NA	16.952751146572346
P31648	2	Slc6a1	0.9863	20.889277999332307	20.63238803640139	20.946932585819372	21.367364524705277	21.264513195497848	21.302884809799124	21.44985805190148	21.160580401784877	21.215516757239513	17.224415514430987	17.25209379774476	NA	NA	NA	NA	NA	NA
P31650	14	Slc6a11	1.0	24.379659177523596	24.409673884062816	24.23017521118126	24.550151631786235	24.54698879538408	24.70872454501857	24.678013905047138	24.256564425460194	24.68403509394524	19.67387292221592	19.457158184536233	NA	NA	NA	NA	NA	NA
P31786	14	Dbi	1.0	22.760763206171497	22.69001786302576	22.974217163855943	23.202347286490856	23.21289440079007	23.102053067654055	23.166017290688796	23.05993300932621	22.985715452184895	18.481649850607575	18.237796207768394	NA	NA	NA	NA	NA	NA
P31938	6	Map2k1	1.0	21.034918931170704	20.725909041980135	21.066751112540988	21.414775938149987	21.33052585662514	21.422407167587554	21.376137834326958	21.37203677843241	21.358375871559126	17.26835912311694	16.935048599869777	NA	NA	NA	NA	NA	NA
P32020	6	Scp2	0.9999	19.746619293854966	19.60798173729589	19.846876461766424	20.24760057002482	20.101939808963635	20.033205848669503	19.96125311812446	19.972373680325365	20.030451214022477	15.608265596302543	15.351737397884209	NA	NA	NA	NA	NA	NA
P32037	13	Slc2a3	1.0	21.557799458645206	21.291043759625694	21.506603486811372	21.959974740445354	21.867532657316218	21.847057972083498	22.022962357432448	21.704755159057182	21.85485485414147	17.322119924499233	16.915309146217055	NA	NA	NA	NA	NA	NA
P32848	6	Pvalb	0.9989	21.23891763149377	21.006721186505814	21.315108751179068	21.641170830541093	21.594944754604207	21.725183106876425	21.63461990977264	21.598947664477897	21.62267445606481	16.973855386185345	16.969902793382893	NA	NA	NA	NA	NA	NA
P32883	4	Kras	1.0	20.815368120863358	20.716783801822316	20.953227959450828	21.16053733748005	21.195541717041213	21.261509585786495	21.352387518862443	21.129389212396937	21.163385635877212	16.64649623109253	16.39407383797883	NA	NA	NA	NA	NA	NA
P32921	1	Wars1	0.9922	16.914775956003744	16.786934207837778	17.017041207713014	17.75865189180977	17.389962253521794	17.236848441490103	17.20347023265042	17.02386775970721	17.161249543933174	12.735911072198709	12.063972681236239	NA	NA	NA	NA	NA	NA
P33173	1	Kif1a	1.0	14.710717885502133	14.480229968783254	14.198467912095142	15.341061233819326	15.099119844394775	14.469778040283023	14.868746423644192	14.4761317374269	14.348124443605034	NA	NA	NA	NA	NA	NA	NA	NA
P34022	2	Ranbp1	0.9979	19.345220744344388	19.24283459295225	19.557930467202098	19.78683161417972	19.761685449426086	19.70060701220031	19.699731057112015	19.66521624845831	19.71693776412123	14.903544605876606	15.352395355211389	NA	NA	NA	NA	NA	NA
P34884	6	Mif	1.0	21.817713903997312	20.87449606610186	21.25097375479614	22.222937042791543	21.58135394865471	22.29091636139113	22.1123100674968	22.108212095018484	22.09311735701885	17.21743751096597	16.82484336410486	NA	NA	NA	NA	NA	NA
P35235	1	Ptpn11	1.0	16.58326123932594	16.24284858709942	15.926392100707057	17.359194844540244	16.722559466859114	16.332245581921363	16.251732982916224	16.632283688851565	16.711161069389565	NA	NA	NA	NA	NA	NA	NA	NA
P35278	7	Rab5c	1.0	20.60672069577307	20.462844569402723	20.746356616197367	21.182615036948548	21.06533033399451	21.009685242115513	20.956575423042082	20.834308687923198	20.780631305965187	16.198656433308535	16.058787267361602	NA	NA	NA	NA	NA	NA
P35279	1	Rab6a	0.9684	19.10008679663976	19.057261988779306	19.235575465060723	19.608482863554794	19.44493741479235	19.528506294219042	19.48674491256727	19.33656008874123	19.479049699400786	14.914099686286761	14.82692885946844	NA	NA	NA	NA	NA	NA
P35282	3	Rab21	1.0	20.490629399523336	20.48857288910108	20.355772354109558	20.68524715931929	20.671894211289867	20.786146222843414	20.563990330260854	20.428547636127806	20.887907045283967	15.799301306951554	16.11942655925506	NA	NA	NA	NA	NA	NA
P35288	1	Rab23	0.9936	17.937750398876474	17.34681067816142	17.953180344934076	18.32687007628008	18.142896360833387	17.94841299532088	17.884920047067528	17.855444816672986	17.859082808651287	NA	NA	NA	NA	NA	NA	NA	NA
P35293	3	Rab18	1.0	20.024219401326924	19.93574136455486	20.265086829429446	20.56635976926223	20.65424064414539	20.330949586251695	20.21754018684356	20.31797938017231	20.284511702571237	16.236464931801155	16.275586623795363	16.551591186766764	NA	16.932728202977835	15.937981580592533	15.908840313635466	NA
P35436	1	Grin2a	0.9994	16.514015878940704	16.310833208653595	16.567215432459456	16.827517018437863	16.97403049052842	17.021687420859	17.137141804651588	16.834035190213243	16.70220219709551	12.512505201897165	12.535868820562209	NA	NA	NA	NA	NA	NA
P35438	7	Grin1	0.9999	20.58588157180395	20.355887461317913	20.564257498691735	20.832609505435467	20.68615093012735	20.77688279350571	20.896488027129212	20.384696973371494	20.895256789796623	16.247562102697152	16.046007596288966	NA	NA	NA	NA	NA	NA
P35486	39	Pdha1	1.0	23.081056680782442	22.818261856706755	23.118423513611553	23.42632506034018	23.441641544572935	23.492571391421173	23.341518064117377	23.14718679918857	23.286596741408918	18.53533893136466	18.44727455727468	NA	NA	NA	NA	NA	NA
P35564	18	Canx	1.0	22.270405434918754	21.833918062963285	22.277858135159537	22.59611378865107	22.54531557533755	22.552026390569996	22.58200776517969	22.36012513525184	22.56333719985141	17.933867987315725	17.818480490753164	NA	NA	NA	NA	NA	20.332181766620312
P35585	2	Ap1m1	0.9997	17.774681711276738	17.63383710094469	17.941794678484293	18.342865536993635	18.287234846399933	18.255160244278102	18.056017050310633	17.99607383627278	18.01170684304143	13.067147035038076	13.572198519340448	NA	NA	NA	NA	NA	NA
P35700	19	Prdx1	1.0	21.512070465200917	21.237310856893423	21.61017459081056	21.996072352541105	21.88203416347854	21.916585782921928	21.838117588839808	21.65712636761644	21.806815544519733	17.403885407001976	17.318717261152923	NA	NA	NA	NA	NA	NA
P35762	4	Cd81	1.0	21.066617748907014	20.86628227681308	21.248306932517654	21.862335948420807	21.687291912199242	21.290144766713023	21.196005310354675	21.004669879518772	20.771030386650327	16.20197223008872	15.852679929883525	NA	NA	NA	NA	NA	NA
P35802	13	Gpm6a	1.0	23.32792950937918	23.220936197011103	23.26769663722929	23.809638375271767	23.56387917813386	23.772805881638988	23.916492983195162	23.277937478158474	23.779785942316625	18.716512840337483	18.901027645734	NA	NA	NA	NA	NA	NA
P35803	8	Gpm6b	1.0	22.968096902847044	22.891145650626253	22.801110800097113	23.363498280426324	23.080978546420482	23.382782284421893	23.398313382461588	23.074768093415276	23.397716408751347	18.656686912262664	18.84440238323145	NA	NA	NA	NA	NA	NA
P35979	8	Rpl12	1.0	20.737988948165693	20.53983321805156	20.824655131588873	21.14186411792786	21.12927169211266	21.043780240585924	21.105559388496058	21.021384409092253	20.984305831556064	16.352472452911655	16.126893987781827	NA	NA	NA	NA	NA	NA
P35980	6	Rpl18	1.0	20.679615994322734	20.54924602274147	20.79762428087442	21.215025034733305	21.07121788951861	20.991533505057095	20.977420297171832	20.895842771180867	20.97033595492284	16.951998826876018	16.754233442696354	17.15367256498435	18.949471836301292	16.924036255036675	17.110987060230013	18.94389257584536	17.115719110718075
P36916	1	Gnl1	0.9852	17.932143929601256	17.467231341979794	17.782960036335844	17.978006669148055	18.253446114941603	18.015230815700598	17.78090638485024	18.087248539828668	17.958879254396237	NA	NA	NA	NA	NA	NA	NA	NA
P38647	39	Hspa9	1.0	22.239446436182334	22.029423883290487	22.31931738176928	22.611095259929833	22.61149482054709	22.632388100056584	22.622960487964807	22.41943148487155	22.617188782386965	18.146470766387473	17.842150453872648	NA	NA	20.234410972173595	18.54507081222896	NA	19.126202736905242
P39053	100	Dnm1	1.0	24.62049188929499	24.443079882986858	24.685000629208506	25.126946378354518	24.95080781052269	25.039550775465056	24.9388617977214	24.721192802768442	24.747822889753763	20.226254395617936	20.063312022459424	19.32338634011294	NA	NA	NA	19.20903589838028	18.571778602249527
P39054	1	Dnm2	0.988	18.53016461857076	18.430448207205817	18.53418458006017	18.906610232848816	18.8293637728592	19.08804441800838	19.053553664412473	18.75121872919254	18.967372598780315	14.329532547318763	14.265056912509575	NA	NA	NA	NA	NA	NA
P39447	2	Tjp1	1.0	17.260606687864247	17.033984890667885	17.4674234038195	16.88716685112804	17.731287103081193	17.472461639528778	17.662612566035282	17.718629179859587	17.820161859819482	13.305171827897796	14.026712413303972	NA	NA	NA	NA	NA	NA
P39688	5	Fyn	1.0	20.41807951891995	20.386234978142227	20.606569205370327	20.98022152983987	20.909536998014293	20.678367037897033	20.602065457005608	20.53326232016781	20.56867371067292	15.812707016449387	15.796941958038131	NA	NA	NA	NA	NA	NA
P40124	11	Cap1	1.0	21.31676230477156	20.979399947352377	21.49998630961465	21.63421297092183	21.618842551302397	21.70722337226514	21.8428422523444	21.59242197838156	21.35728946947895	16.752742317929197	16.985241525947995	NA	NA	NA	NA	NA	NA
P40142	16	Tkt	1.0	21.80112064363615	21.703870074289213	21.80802103327989	22.22651817217209	22.124790145039654	22.281664846264984	22.285451820970057	22.027277832073587	22.226304191281415	17.60529478270536	17.740780636249482	NA	NA	NA	NA	NA	14.027838488178901
P41105	1	Rpl28	0.9968	19.1635797718055	19.297061791337523	19.234824325626015	19.56191043597915	19.48096723083752	19.612913997934104	19.49879682524687	19.412898760765138	19.639525703845127	14.714394082137595	14.373874149265626	NA	NA	NA	NA	NA	NA
P42125	1	Eci1	0.9468	18.49933984628909	18.281612328388192	18.6178469663135	18.826222920682305	18.770829167691005	18.715301058842627	18.634582892491736	18.73060139847189	18.67274118376518	NA	13.52387672750946	NA	NA	NA	NA	NA	NA
P42208	2	Septin2	1.0	18.44704978368583	18.226672813398604	18.52423708505859	18.985100960138354	18.832065045369028	18.82364252749429	18.99137939585707	18.666051284204322	18.745380166665935	14.561876841584585	14.662823617071323	NA	NA	NA	NA	NA	NA
P42669	7	Pura	1.0	20.821298945702694	20.474917861538426	20.901059621159146	21.321030736084214	21.325346360549716	21.3221084951684	21.251196925521104	21.116866055201857	21.019953053357824	16.65562322866893	16.20950671387448	NA	NA	NA	NA	NA	NA
P42932	10	Cct8	1.0	21.126615815143193	20.777856870423648	21.011409355946974	21.490410215947247	21.385775164331957	21.330880153773307	21.356801825248205	21.081186056391573	21.29809258727225	16.7142160034497	16.763389032949643	NA	NA	NA	NA	NA	NA
P43006	28	Slc1a2	1.0	24.977985435010094	24.989877753254	24.982932435895055	25.24505248010536	25.213748689368163	25.335656243229337	25.308323607590967	24.97079254528105	25.328568735117884	20.51137201898485	20.560325212500985	NA	NA	NA	NA	NA	NA
P43024	3	Cox6a1	0.9999	21.44507640389101	21.17551379733928	21.44731053738655	21.901452253238254	21.865038817490813	21.81700965473157	22.054472906940138	21.95139778169315	21.63642628460451	18.24973127912838	17.212415561893096	NA	NA	NA	NA	NA	NA
P43274	12	H1-4	1.0	23.01701247793277	23.040338297827144	23.081476698996845	23.29159808023791	23.292216968734337	23.37054226705004	23.29461884711434	23.278901979615316	23.34202706536019	18.914214940565365	18.4518104335508	NA	NA	NA	NA	NA	NA
P43276	6	H1-5	0.9999	21.3015902222496	21.257333431705852	21.38667861305313	21.580678963539288	21.511286782672386	21.755738430530883	21.755367838798605	21.72422036987206	21.636755757067494	17.057348579884195	16.24536279399035	NA	NA	NA	NA	NA	NA
P43277	3	H1-3	1.0	21.518978759099245	21.495328964219254	21.52558184484794	21.810931527641955	21.9001379677336	21.90533251690953	21.91821231504564	21.78951447211062	21.884687544371687	17.691522707923347	17.730885865588732	NA	NA	NA	NA	NA	NA
P45376	1	Akr1b1	0.9979	17.767610101922575	17.501608318934	17.85877429869516	18.157922770586158	17.926027124343566	17.655631945895106	17.70732309855081	17.680412184567505	17.53428009678358	NA	NA	NA	NA	NA	NA	NA	NA
P45591	3	Cfl2	1.0	20.27650255516508	19.896579026832693	20.099222069229786	20.726887350246944	20.523692873374543	20.55977121777489	20.50101317191124	20.22556303141034	20.236180733845277	16.110116495468034	16.345275854268053	NA	NA	NA	NA	NA	NA
P45878	3	Fkbp2	1.0	18.539092811776367	18.00148736979186	18.240785069771068	18.647521860005043	18.780727484881588	18.966576923635156	18.970515677997188	18.799592096860124	18.821018891987514	14.251866619428458	14.226742420952425	NA	NA	NA	NA	NA	NA
P46096	46	Syt1	1.0	24.159838699041558	23.9785891804856	24.363996908361575	24.771269881081523	24.685637785855725	24.46622011681401	24.34622052174835	24.291773233565195	24.221993728460504	19.669219574359712	19.55509662667792	NA	NA	NA	NA	NA	19.61279440460672
P46097	3	Syt2	1.0	19.442668919836485	19.114551088519384	19.6931908998801	20.095638906105624	19.869855397356723	19.787017594214678	19.656524155586176	19.67611441656365	19.618878618690704	15.282020315486164	15.163889415608168	NA	NA	NA	NA	NA	NA
P46460	64	Nsf	1.0	24.216429468174454	24.02374381816986	24.237963708427102	24.628657286690924	24.50169409724552	24.625706679204754	24.576789920296168	24.392884400982492	24.55511986975778	19.881037434600067	19.68935911431329	NA	NA	NA	NA	NA	NA
P46467	2	Vps4b	0.9976	18.06298732174388	17.811152310838214	18.224415750553057	18.707736572936803	18.514543263035844	18.46733837540077	18.356019688666546	18.321907055203347	18.404567933469853	13.923521945783556	12.980392438941614	NA	NA	NA	NA	NA	NA
P46471	1	Psmc2	0.9978	16.879413635391305	16.231482208535752	16.805245406718754	17.364158035817088	17.2675178642307	17.11988192996039	17.04693590545985	17.180563447951297	17.027605885926462	12.79859600913127	NA	NA	NA	NA	NA	NA	NA
P46638	7	Rab11b	1.0	21.644049472484976	21.3664965116026	21.59289781100598	21.930203144496026	21.81642073910108	21.810373326168534	21.74184965460509	21.521445726892445	21.78760680763868	17.072758441835642	16.97645601589995	NA	NA	NA	NA	NA	NA
P46660	62	Ina	1.0	23.43737044544628	23.265780509606117	23.42570457480926	23.74210613519711	23.66144623032059	23.85746129239871	23.792599815679388	23.570757461768682	23.71418624753809	19.201872743049293	18.908021579712674	23.525957935671734	23.443293945607568	23.996007044804117	24.0479586197386	23.62499499986798	24.051365993717212
P47708	20	Rph3a	1.0	21.37288949752488	21.320248644728856	21.433421900004532	21.754805636035535	21.70863484313797	21.707632866197606	21.740022342838248	21.38340061491457	21.649844386596605	17.5034871815745	16.77155080407105	NA	NA	NA	NA	NA	NA
P47738	3	Aldh2	0.9998	20.042578330181584	19.831519574619232	19.95792944793345	20.277288433409886	20.34633907314661	20.348618351106158	20.37766558576266	20.21963293760978	20.135683841259286	15.660229215944543	15.297034949768571	NA	NA	NA	NA	NA	NA
P47740	1	Aldh3a2	0.9821	20.50560137985963	19.960916235634976	20.38641863237909	20.80682454945712	20.5347770793505	20.534440778531508	20.544276247572327	20.5643651283777	20.579008259902785	NA	NA	NA	NA	NA	NA	NA	NA
P47753	1	Capza1	0.9985	17.558594633052003	17.642982349515734	17.794311993892453	18.0127259607435	18.226902746910568	18.18540645875285	17.997316663684256	17.969413110303904	18.043212547964345	14.186775977851848	13.344751438510368	NA	NA	NA	NA	12.202005705544329	NA
P47754	12	Capza2	1.0	22.426993763348555	22.140293945841677	22.441847741878966	22.819043196171105	22.82627297250759	22.70185563942192	22.70240524105651	22.581957873851387	22.5187296426958	18.33337835056488	18.034233909966883	NA	NA	NA	NA	NA	NA
P47757	7	Capzb	1.0	21.131097212079688	21.032424892852415	21.300802062512375	21.596072935140135	21.568288368947073	21.503199011159882	21.488822641067287	21.299507972532282	21.225200734288507	16.618108183131355	16.59225884773875	NA	NA	NA	NA	NA	NA
P47809	1	Map2k4	0.9994	16.581041936046145	16.244748167052258	16.623862670271777	16.863161598314274	16.79619814115576	16.84559032341166	16.93199913570021	16.7450357591078	16.811126326765184	11.57114386119657	NA	NA	NA	NA	NA	NA	NA
P47857	29	Pfkm	1.0	21.937906946371108	21.730711213066645	22.016488676884464	22.451204502215443	22.348649980532176	22.274224891578143	22.166242204898186	22.033383819545246	22.06938793240366	17.58755986956136	17.340400755343914	NA	NA	NA	NA	NA	NA
P47911	5	Rpl6	0.9997	20.342284827733963	19.955975792840952	20.177395072680106	20.528775803035387	20.410219752768228	20.71201943419363	20.650593113882927	20.448120795212336	20.71162643104965	16.393212418451753	16.27647751687902	NA	NA	NA	NA	NA	NA
P47915	2	Rpl29	0.9957	20.157171021889276	20.248745276676765	20.190386933749558	20.48339852923415	20.432443146250858	20.40824494544323	20.374729607129545	20.375781461389142	20.590248975506526	15.570826859689479	15.283479466475926	NA	NA	NA	NA	NA	NA
P47934	1	Crat	0.9951	15.307811360359738	15.048938995475176	15.082127929148399	15.908613240765913	15.59589221574944	15.956785209789098	15.702091215781394	15.331283509658663	15.92594021021955	11.235002151676746	11.635656910125881	NA	NA	NA	NA	NA	NA
P47955	4	Rplp1	1.0	20.401398034595864	19.932485080379816	20.231291983988474	20.76738188898947	20.739152450226214	20.902085169237527	20.833238390390722	20.83597880750381	20.73286238994809	16.872139696984057	16.819440727796067	NA	NA	NA	NA	NA	NA
P47962	5	Rpl5	1.0	20.744526292890317	20.25191435984408	20.62171322684664	21.08113426299409	20.995794731308777	21.30262653917139	21.41436113699862	20.92189960300911	21.201086454263468	16.27488474078542	16.412034432735712	NA	NA	NA	NA	NA	NA
P47963	4	Rpl13	0.9999	20.83136523507731	20.385852232376557	20.782421928068484	21.081308464227167	21.079837580818115	21.09833170265247	21.162063494546555	20.920803092610516	21.048371950028375	16.762217897207442	16.994291193627692	16.864450111819224	16.519530180876757	16.47373686259789	16.89844770791769	16.9016459742551	17.48584705008356
P48024	1	Eif1	0.9596	17.807668846324813	17.179809660064784	17.38223145035265	17.747144881468216	18.01465250906733	18.038158926379957	17.901901793087525	17.978770490968497	17.981965192698016	NA	NA	NA	NA	NA	NA	NA	NA
